MSSubClass,LotFrontage,LotArea,LotShape,LandContour,LandSlope,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Foundation_CBlock,Foundation_PConc,Foundation_Stone,Foundation_Wood,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_GasW,Heating_Grav,Heating_OthW,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Typ,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_Missing,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
0.4864753807283491,-0.22219340713297858,-0.2718520156015123,0.7071174458305908,0.274565133831142,0.19794569051942074,0.8283002663099277,0.7760913411198052,-0.5582156091558605,1.0664828712181582,0.8839741581126236,1.2375581292817504,1.2664703886396944,1.2856751611981039,1.1991598067544402,-0.19307790341008516,0.733509958776913,-0.023255813953487754,0.6643435513261682,0.0,-1.0316753455640373,-0.5597705231201968,0.8993344957308659,0.25633292932642476,-0.8475218389338081,1.2394790063914436,0.0,0.5977306613295142,1.1214717875172315,0.0,0.924919581333712,1.2470817205157807,0.19606942197916177,-0.17374522149679808,0.8161704440518692,1.1054045651736537,-0.9241377067782293,-0.9641276227165783,1.0242853717685039,0.34532119767436736,0.39568500950729885,0.45871055645856534,0.26989120045069326,0.26584807800121535,0.2810774921744542,-0.9394745381497739,0.8859435716524133,0.0,0.0,0.0,0.0,0.0,-1.6015354767484073,0.14282391306219389,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-1.1437036613252838,0.8646022168498652,0.13899711713757984,0.7071174458305908,0.274565133831142,0.19794569051942074,-1.486121069582288,-0.014013687156935722,2.1321261055274747,0.189980199364237,-0.4132571073365217,-0.3905034544802222,-0.37022668358929933,-0.7788803078874674,-0.6730462710309572,-0.19307790341008516,0.733509958776913,-0.023255813953487754,1.3384008721082863,0.0,-0.6847859756817474,0.7461832030061205,0.8993344957308659,0.25633292932642476,0.5068361589613467,-0.8005736105826304,0.0,-0.4328714695644074,-0.8340843191402091,0.6931471805599453,0.924919581333712,-0.7428707823018531,0.19606942197916177,-0.17374522149679808,-0.755123549049615,-0.26077393708689556,0.7041049194500795,0.7154120123443761,-0.07806969033408902,0.34532119767436736,0.39568500950729885,0.01590729247069441,0.26989120045069326,0.26584807800121535,0.2810774921744542,1.2753308383204984,-1.0510770375445395,0.0,0.0,0.0,0.0,0.0,-0.5018536647610996,-0.6154878047209836,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.4864753807283491,-0.004834282336409838,0.7284763075893207,-1.170073262383355,0.274565133831142,0.19794569051942074,0.8283002663099277,0.7760913411198052,-0.5582156091558605,1.001556747377127,0.8359285556885812,1.2375581292817504,1.2664703886396944,1.2116410452883999,1.1991598067544402,-0.19307790341008516,0.733509958776913,-0.023255813953487754,0.11915013010533729,0.0,-0.29647697954485563,-0.3539058963416641,0.8993344957308659,0.25633292932642476,-0.6340269821227492,1.2681448511264424,0.0,0.772564951391876,1.1214717875172315,0.0,0.924919581333712,1.2470817205157807,0.19606942197916177,-0.17374522149679808,0.8161704440518692,-0.26077393708689556,0.7041049194500795,0.7154120123443761,0.9426294412423858,0.34532119767436736,0.39568500950729885,0.7606218728139319,0.26989120045069326,0.26584807800121535,0.2810774921744542,-0.9394745381497739,0.7141967480176418,0.0,0.0,0.0,0.0,0.0,0.9643887512219774,0.14282391306219389,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.7185480112860145,-0.5844586151272598,0.12113411136631495,-1.170073262383355,0.274565133831142,0.19794569051942074,-0.8342845830684855,0.7760913411198052,-0.5582156091558605,-1.7902665777872147,-0.7015307218807763,-0.551299660283874,-1.4136210671352827,-0.7788803078874674,-0.6730462710309572,-0.19307790341008516,-0.8063407348256847,3.4186046511627914,-0.5499508868475006,0.0,-0.022071955608118827,-0.8814340024616544,-0.15597971927938747,0.25633292932642476,-0.49725683947816457,1.0053746077222876,0.0,0.6138338196247317,1.1214717875172315,0.0,-0.9697253742010891,-0.7428707823018531,0.19606942197916177,-0.17374522149679808,0.8161704440518692,0.422315314043379,0.7041049194500795,1.2752585573646944,0.8201455454532088,-0.7967466739637636,1.7776645117392809,0.931704952081973,0.26989120045069326,0.26584807800121535,0.2810774921744542,-0.9394745381497739,0.630804236394456,5.60947179518496,0.0,0.0,0.0,0.0,-1.6015354767484073,-1.3737995225041613,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.4864753807283491,1.1544143832452902,1.8038292550194661,-1.170073262383355,0.274565133831142,0.19794569051942074,-1.1485335984982026,1.566196369396546,-0.5582156091558605,0.9690936854566113,0.7398373508404964,1.2375581292817504,1.2664703886396944,1.5113812213017845,1.1991598067544402,-0.19307790341008516,0.733509958776913,-0.023255813953487754,0.5379578036795211,0.0,-0.1515082876537494,0.3698369321766153,0.8993344957308659,0.25633292932642476,0.11654087385362973,1.7148542649135052,0.0,1.720350839624679,1.1214717875172315,0.0,0.924919581333712,1.2470817205157807,1.492975542779874,-0.17374522149679808,0.8161704440518692,1.7884938163039281,0.7041049194500795,0.7154120123443761,0.9018014759793268,0.34532119767436736,1.7776645117392809,1.907884874964325,0.26989120045069326,0.26584807800121535,0.2810774921744542,1.1052495916517382,1.0340275993383858,0.0,0.0,0.0,0.0,0.0,2.064070563209285,0.14282391306219389,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.21275635416255959,1.2268674248441465,1.752026538282798,-1.170073262383355,0.274565133831142,0.19794569051942074,-0.9631502651430889,-0.8041187154336765,-0.5582156091558605,0.7418522520130022,0.49960933872028424,1.2375581292817504,1.2664703886396944,-0.7788803078874674,-0.6730462710309572,-0.19307790341008516,0.733509958776913,-0.023255813953487754,0.7287755011068119,0.0,-1.254305836682522,-0.7527686107250713,0.8993344957308659,0.25633292932642476,-1.0476732671941758,0.5514987327514749,0.0,-0.20282635106129993,1.1214717875172315,0.0,-0.9697253742010891,1.2470817205157807,-2.397742819622263,-0.17374522149679808,-0.755123549049615,-0.9438631882171702,-0.9241377067782293,-0.9641276227165783,0.6160057191379139,-0.7967466739637636,0.39568500950729885,0.11654439792248326,0.26989120045069326,0.26584807800121535,0.2810774921744542,0.5033674571011846,0.5606233255231595,0.0,5.771441123130016,0.0,0.0,6.55250788703459,1.3309493552177467,0.9011356308453714,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-1.1437036613252838,0.502337008855584,0.31191101300342383,0.7071174458305908,0.274565133831142,0.19794569051942074,-0.308136578720924,1.566196369396546,-0.5582156091558605,1.0989459331386737,0.9800653629607085,1.2375581292817504,1.2664703886396944,1.265317580140522,1.1991598067544402,-0.19307790341008516,2.2733606523795107,-0.023255813953487754,2.307358270732581,0.0,-0.5993579965316312,2.1100363554139,0.8993344957308659,0.25633292932642476,1.9479264424359943,-0.8005736105826304,0.0,0.560923442369017,1.1214717875172315,0.0,0.924919581333712,-0.7428707823018531,0.19606942197916177,-0.17374522149679808,0.8161704440518692,0.422315314043379,0.7041049194500795,1.2752585573646944,1.0651133370315629,0.34532119767436736,0.39568500950729885,0.9015138204464364,0.26989120045069326,0.26584807800121535,0.2810774921744542,1.2150049614534217,0.8546427816108529,0.0,0.0,0.0,0.0,0.0,0.5978281472262083,-0.6154878047209836,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.4864753807283491,0.06761875926244641,0.41837452740016245,-1.170073262383355,0.274565133831142,0.19794569051942074,-0.4340161445372563,0.7760913411198052,0.3385649624052512,0.0925910136026902,-0.557393914608649,-0.4709015573820481,-0.5066181062750488,1.3644531858157583,-0.6730462710309572,-0.19307790341008516,0.733509958776913,-0.023255813953487754,1.0435007942661096,3.4965075614664802,-0.8608193872638049,0.2476048100268614,0.8993344957308659,0.25633292932642476,-0.01022169737793649,1.5476368372926796,0.0,1.4719021116413227,1.1214717875172315,0.0,0.924919581333712,1.2470817205157807,0.19606942197916177,-0.17374522149679808,-0.755123549049615,0.422315314043379,2.332347545678388,0.7154120123443761,-0.20055358612326601,0.34532119767436736,0.39568500950729885,0.13667181901284103,0.26989120045069326,0.26584807800121535,0.2810774921744542,1.18339956841769,1.4472133185712786,5.43372200355424,0.0,0.0,0.0,5.860786223465865,1.697509959213516,0.9011356308453714,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.21275635416255959,-1.236535989516966,-1.1042680845424555,0.7071174458305908,0.274565133831142,0.19794569051942074,0.25851263213472636,0.7760913411198052,-0.5582156091558605,-1.270857587058965,-1.6624427703616247,-1.4691780017463854,-1.4136210671352827,-0.7788803078874674,-0.6730462710309572,-0.19307790341008516,-0.8063407348256847,-0.023255813953487754,-1.085231700409771,0.0,1.0444834204478772,-0.2509735829523977,-0.15597971927938747,0.25633292932642476,-0.29376955408012406,0.9958193261439546,0.0,0.744959537171503,-0.8340843191402091,0.0,0.924919581333712,-0.7428707823018531,-1.1008366988215506,4.879480320316846,-0.755123549049615,1.1054045651736537,2.332347545678388,0.7154120123443761,-1.9153281271717437,-0.7967466739637636,0.39568500950729885,0.05616213465140995,-1.1378232547634965,0.26584807800121535,0.2810774921744542,0.8131392293421819,-1.0510770375445395,5.327876168789581,0.0,0.0,0.0,0.0,-0.8684142687568689,0.14282391306219389,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2.231383861631367,-1.3089890311158223,-0.6398299344895687,0.7071174458305908,0.274565133831142,0.19794569051942074,-0.6150743167067327,-0.8041187154336765,0.3385649624052512,-1.0111530916948401,-1.6624427703616247,-0.3905034544802222,-0.37022668358929933,-0.7788803078874674,-0.6730462710309572,-0.19307790341008516,-0.8063407348256847,-0.023255813953487754,1.0236755789489886,0.0,-1.0575626119731634,-0.12552482600922926,0.8993344957308659,0.25633292932642476,-0.11029741150812035,-0.8005736105826304,0.0,-0.8584549387951563,1.1214717875172315,0.0,-0.9697253742010891,-0.7428707823018531,-1.1008366988215506,4.879480320316846,-0.755123549049615,-0.9438631882171702,2.332347545678388,0.7154120123443761,-1.5887044050672718,0.34532119767436736,-0.9862944927246832,-1.2672158020396134,1.677605655664883,0.26584807800121535,0.2810774921744542,-0.9394745381497739,-0.29570681822135364,0.0,0.0,0.0,0.0,0.0,-1.9680960807441767,0.14282391306219389,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
